id,prototype,determinants,signature_size,incremental_covered_pct,cumulative_covered_pct
EFA1,1,det_22_peer_pressure; det_24_socialising; det_26_novelty; det_27_fun; det_28_recognition; det_29_trends; det_30_authority; det_31_approval,8,15.415386904761805,15.415386904761805
EFA2,2,det_03_risk_profile; det_07_legal; det_08_trust; det_11_knowledge; det_12_own_competence; det_16_commitment; det_17_adherence; det_21_rights_and_duties; det_23_support; det_25_agreement,10,13.391547619048076,28.806934523809883
EFA3,3,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_10_cost_efficiency; det_13_technical_fit; det_15_self_satisfaction; det_18_autonomy,8,13.8333928571431,42.64032738095299
EFA4,4,det_09_safety; det_12_own_competence; det_15_self_satisfaction; det_18_autonomy; det_19_wellbeing; det_20_coziness; det_27_fun; det_32_own_significance,8,11.304285714286094,53.944613095239085
EFA5,5,det_01_profits; det_02_credit_score; det_03_risk_profile; det_05_frugality; det_09_safety; det_10_cost_efficiency; det_11_knowledge; det_12_own_competence; det_13_technical_fit; det_15_self_satisfaction; det_16_commitment; det_17_adherence; det_18_autonomy; det_19_wellbeing; det_20_coziness,15,1.420238095238121,55.3648511904772
EFA6,6,det_04_added_value; det_05_frugality; det_06_climate_protection; det_13_technical_fit; det_14_environmental_concerns; det_19_wellbeing; det_20_coziness; det_23_support,8,5.691815476190513,61.05666666666771
