"pattern_id","cluster"
3,1
4,1
8,1
13,1
14,1
18,1
20,1
26,1
31,1
33,1
46,1
62,1
64,1
69,1
70,1
86,1
88,1
96,1
105,1
106,1
116,1
118,1
123,1
142,1
157,1
177,1
179,1
206,1
212,1
225,1
239,1
240,1
267,1
299,1
314,1
318,1
334,1
351,1
365,1
367,1
369,1
375,1
378,1
380,1
385,1
391,1
404,1
418,1
432,1
448,1
487,1
508,1
534,1
537,1
547,1
580,1
599,1
601,1
604,1
607,1
617,1
631,1
659,1
667,1
681,1
698,1
737,1
746,1
761,1
768,1
801,1
842,1
850,1
901,1
935,1
1023,1
1032,1
1064,1
1178,1
1181,1
1200,1
1219,1
1268,1
1282,1
1319,1
1327,1
1338,1
1413,1
1428,1
1429,1
1451,1
1462,1
1483,1
1639,1
1668,1
1738,1
1748,1
1839,1
1845,1
1901,1
2042,1
2189,1
2313,1
2366,1
2403,1
2412,1
2451,1
2525,1
2601,1
2783,1
2886,1
2906,1
2921,1
3015,1
3080,1
3116,1
3252,1
3473,1
3709,1
3728,1
4076,1
4153,1
4157,1
4226,1
4319,1
4335,1
4418,1
4442,1
4509,1
4555,1
4594,1
4702,1
5023,1
5175,1
5225,1
5292,1
5381,1
5602,1
6145,1
6365,1
6721,1
6722,1
7192,1
7431,1
9072,1
9416,1
9720,1
11290,1
11905,1
12218,1
12655,1
13335,1
13774,1
14750,1
14798,1
14914,1
15368,1
15409,1
15946,1
16011,1
17509,1
1,2
2,2
9,2
15,2
22,2
30,2
34,2
35,2
36,2
38,2
41,2
42,2
44,2
57,2
58,2
60,2
67,2
72,2
79,2
92,2
93,2
97,2
101,2
113,2
122,2
133,2
152,2
164,2
173,2
205,2
208,2
230,2
268,2
275,2
276,2
377,2
394,2
399,2
408,2
425,2
427,2
459,2
462,2
494,2
495,2
499,2
518,2
525,2
536,2
555,2
560,2
563,2
588,2
590,2
595,2
615,2
616,2
641,2
679,2
696,2
708,2
747,2
752,2
778,2
788,2
796,2
810,2
823,2
871,2
881,2
921,2
1019,2
1020,2
1030,2
1202,2
1207,2
1243,2
1244,2
1286,2
1324,2
1357,2
1396,2
1432,2
1566,2
1615,2
1631,2
1696,2
1703,2
1957,2
2019,2
2031,2
2132,2
2244,2
2391,2
2398,2
2589,2
2626,2
2716,2
2775,2
2797,2
2962,2
3076,2
3078,2
3264,2
3282,2
3370,2
3403,2
3781,2
3846,2
3880,2
3957,2
4248,2
4531,2
4591,2
4609,2
4735,2
4768,2
4912,2
5256,2
5415,2
5426,2
5800,2
5852,2
5911,2
5928,2
6036,2
6084,2
6094,2
6217,2
6426,2
6628,2
6639,2
6701,2
6773,2
7019,2
7050,2
7135,2
7243,2
7287,2
7486,2
8451,2
8662,2
9017,2
9884,2
10216,2
10285,2
10487,2
10822,2
10844,2
11007,2
11314,2
11829,2
12006,2
12437,2
12691,2
13839,2
14092,2
14220,2
15102,2
15736,2
16561,2
16967,2
17126,2
17147,2
17352,2
17772,2
7,3
10,3
17,3
21,3
29,3
39,3
55,3
80,3
87,3
129,3
137,3
168,3
185,3
187,3
191,3
229,3
234,3
278,3
284,3
298,3
300,3
304,3
320,3
352,3
402,3
439,3
461,3
489,3
496,3
550,3
593,3
743,3
840,3
987,3
1009,3
1094,3
1224,3
1336,3
1375,3
1585,3
1586,3
1634,3
1671,3
1989,3
2043,3
2204,3
2319,3
2489,3
2719,3
3016,3
3136,3
3484,3
3576,3
3646,3
3652,3
3821,3
3828,3
4074,3
4769,3
4810,3
4821,3
4846,3
5428,3
5677,3
6285,3
6350,3
6654,3
6715,3
7095,3
7662,3
7892,3
7910,3
7958,3
8819,3
8829,3
9064,3
9120,3
9420,3
10653,3
12319,3
12333,3
12886,3
14926,3
15255,3
15378,3
15474,3
17308,3
17369,3
17936,3
5,4
24,4
32,4
52,4
94,4
102,4
110,4
160,4
165,4
169,4
210,4
295,4
333,4
368,4
493,4
524,4
649,4
947,4
962,4
1297,4
1391,4
1480,4
1558,4
1591,4
1624,4
1645,4
1742,4
2223,4
2527,4
2566,4
2585,4
2796,4
3039,4
3174,4
3330,4
3414,4
3471,4
4730,4
4878,4
4964,4
5242,4
5378,4
6132,4
6205,4
6266,4
6535,4
6611,4
6988,4
7366,4
7722,4
8119,4
8628,4
8838,4
8884,4
9787,4
9790,4
10923,4
11044,4
11273,4
11902,4
12278,4
12494,4
13016,4
13276,4
14307,4
14724,4
14774,4
16937,4
