"cluster","expert","vol_cluster","vol_expert","vol_common","pct_cluster_covered","pct_expert_covered","jaccard"
"cluster_1","Early.Adopter",5,4,2,40,50,28.5714285714286
"cluster_1","Uninterested",5,5,3,60,60,42.8571428571429
"cluster_1","Homo.Economicus",5,4,4,80,100,80
"cluster_1","Fearful",5,4,4,80,100,80
"cluster_1","Stubborn",5,2,2,40,100,40
"cluster_1","Influencer",5,4,1,20,25,12.5
"cluster_1","Careful",5,5,5,100,100,100
"cluster_1","Activist",5,3,3,60,100,60
"cluster_2","Early.Adopter",9,4,4,44.4444444444444,100,44.4444444444444
"cluster_2","Uninterested",9,5,5,55.5555555555556,100,55.5555555555556
"cluster_2","Homo.Economicus",9,4,4,44.4444444444444,100,44.4444444444444
"cluster_2","Fearful",9,4,4,44.4444444444444,100,44.4444444444444
"cluster_2","Stubborn",9,2,2,22.2222222222222,100,22.2222222222222
"cluster_2","Influencer",9,4,4,44.4444444444444,100,44.4444444444444
"cluster_2","Careful",9,5,5,55.5555555555556,100,55.5555555555556
"cluster_2","Activist",9,3,3,33.3333333333333,100,33.3333333333333
"cluster_3","Early.Adopter",4,4,2,50,50,33.3333333333333
"cluster_3","Uninterested",4,5,2,50,40,28.5714285714286
"cluster_3","Homo.Economicus",4,4,4,100,100,100
"cluster_3","Fearful",4,4,3,75,75,60
"cluster_3","Stubborn",4,2,2,50,100,50
"cluster_3","Influencer",4,4,1,25,25,14.2857142857143
"cluster_3","Careful",4,5,4,100,80,80
"cluster_3","Activist",4,3,3,75,100,75
"cluster_4","Early.Adopter",6,4,2,33.3333333333333,50,25
"cluster_4","Uninterested",6,5,4,66.6666666666667,80,57.1428571428571
"cluster_4","Homo.Economicus",6,4,4,66.6666666666667,100,66.6666666666667
"cluster_4","Fearful",6,4,4,66.6666666666667,100,66.6666666666667
"cluster_4","Stubborn",6,2,2,33.3333333333333,100,33.3333333333333
"cluster_4","Influencer",6,4,2,33.3333333333333,50,25
"cluster_4","Careful",6,5,5,83.3333333333333,100,83.3333333333333
"cluster_4","Activist",6,3,3,50,100,50
"cluster_5","Early.Adopter",8,4,4,50,100,50
"cluster_5","Uninterested",8,5,5,62.5,100,62.5
"cluster_5","Homo.Economicus",8,4,4,50,100,50
"cluster_5","Fearful",8,4,4,50,100,50
"cluster_5","Stubborn",8,2,2,25,100,25
"cluster_5","Influencer",8,4,3,37.5,75,33.3333333333333
"cluster_5","Careful",8,5,5,62.5,100,62.5
"cluster_5","Activist",8,3,3,37.5,100,37.5
"cluster_6","Early.Adopter",3,4,2,66.6666666666667,50,40
"cluster_6","Uninterested",3,5,1,33.3333333333333,20,14.2857142857143
"cluster_6","Homo.Economicus",3,4,3,100,75,75
"cluster_6","Fearful",3,4,2,66.6666666666667,50,40
"cluster_6","Stubborn",3,2,2,66.6666666666667,100,66.6666666666667
"cluster_6","Influencer",3,4,1,33.3333333333333,25,16.6666666666667
"cluster_6","Careful",3,5,3,100,60,60
"cluster_6","Activist",3,3,2,66.6666666666667,66.6666666666667,50
"cluster_7","Early.Adopter",4,4,2,50,50,33.3333333333333
"cluster_7","Uninterested",4,5,2,50,40,28.5714285714286
"cluster_7","Homo.Economicus",4,4,3,75,75,60
"cluster_7","Fearful",4,4,3,75,75,60
"cluster_7","Stubborn",4,2,2,50,100,50
"cluster_7","Influencer",4,4,1,25,25,14.2857142857143
"cluster_7","Careful",4,5,4,100,80,80
"cluster_7","Activist",4,3,2,50,66.6666666666667,40
