"cluster","expert","vol_cluster","vol_expert","vol_common","pct_cluster_covered","pct_expert_covered","jaccard"
"cluster_1","Early.Adopter",5,6,2,40,33.3333333333333,22.2222222222222
"cluster_1","Uninterested",5,5,4,80,80,66.6666666666667
"cluster_1","Homo.Economicus",5,3,3,60,100,60
"cluster_1","Fearful",5,7,5,100,71.4285714285714,71.4285714285714
"cluster_1","Stubborn",5,5,4,80,80,66.6666666666667
"cluster_1","Influencer",5,5,2,40,40,25
"cluster_1","Careful",5,7,5,100,71.4285714285714,71.4285714285714
"cluster_2","Early.Adopter",9,6,6,66.6666666666667,100,66.6666666666667
"cluster_2","Uninterested",9,5,5,55.5555555555556,100,55.5555555555556
"cluster_2","Homo.Economicus",9,3,3,33.3333333333333,100,33.3333333333333
"cluster_2","Fearful",9,7,7,77.7777777777778,100,77.7777777777778
"cluster_2","Stubborn",9,5,5,55.5555555555556,100,55.5555555555556
"cluster_2","Influencer",9,5,5,55.5555555555556,100,55.5555555555556
"cluster_2","Careful",9,7,7,77.7777777777778,100,77.7777777777778
"cluster_3","Early.Adopter",2,6,1,50,16.6666666666667,14.2857142857143
"cluster_3","Uninterested",2,5,2,100,40,40
"cluster_3","Homo.Economicus",2,3,1,50,33.3333333333333,25
"cluster_3","Fearful",2,7,2,100,28.5714285714286,28.5714285714286
"cluster_3","Stubborn",2,5,2,100,40,40
"cluster_3","Influencer",2,5,1,50,20,16.6666666666667
"cluster_3","Careful",2,7,2,100,28.5714285714286,28.5714285714286
"cluster_4","Early.Adopter",6,6,4,66.6666666666667,66.6666666666667,50
"cluster_4","Uninterested",6,5,4,66.6666666666667,80,57.1428571428571
"cluster_4","Homo.Economicus",6,3,3,50,100,50
"cluster_4","Fearful",6,7,5,83.3333333333333,71.4285714285714,62.5
"cluster_4","Stubborn",6,5,4,66.6666666666667,80,57.1428571428571
"cluster_4","Influencer",6,5,4,66.6666666666667,80,57.1428571428571
"cluster_4","Careful",6,7,5,83.3333333333333,71.4285714285714,62.5
"cluster_5","Early.Adopter",6,6,4,66.6666666666667,66.6666666666667,50
"cluster_5","Uninterested",6,5,3,50,60,37.5
"cluster_5","Homo.Economicus",6,3,3,50,100,50
"cluster_5","Fearful",6,7,5,83.3333333333333,71.4285714285714,62.5
"cluster_5","Stubborn",6,5,5,83.3333333333333,100,83.3333333333333
"cluster_5","Influencer",6,5,3,50,60,37.5
"cluster_5","Careful",6,7,5,83.3333333333333,71.4285714285714,62.5
