bootstrap_id,target_sample_type,target_electoral_group,n,prop_bootstrap
246,voter,PFE_ESN,78,0.078
246,voter,SD,98,0.098
247,abstention,ABSTENTION,506,0.506
247,voter,ECR,53,0.053
247,voter,EPP,122,0.122
247,voter,GREENS_EFA_RENEW,88,0.088
247,voter,GUE_NGL,32,0.032
247,voter,NI,23,0.023
247,voter,PFE_ESN,78,0.078
247,voter,SD,98,0.098
248,abstention,ABSTENTION,506,0.506
248,voter,ECR,53,0.053
248,voter,EPP,122,0.122
248,voter,GREENS_EFA_RENEW,88,0.088
248,voter,GUE_NGL,32,0.032
248,voter,NI,23,0.023
248,voter,PFE_ESN,78,0.078
248,voter,SD,98,0.098
249,abstention,ABSTENTION,506,0.506
249,voter,ECR,53,0.053
249,voter,EPP,122,0.122
249,voter,GREENS_EFA_RENEW,88,0.088
249,voter,GUE_NGL,32,0.032
249,voter,NI,23,0.023
249,voter,PFE_ESN,78,0.078
249,voter,SD,98,0.098
250,abstention,ABSTENTION,506,0.506
250,voter,ECR,53,0.053
250,voter,EPP,122,0.122
250,voter,GREENS_EFA_RENEW,88,0.088
250,voter,GUE_NGL,32,0.032
250,voter,NI,23,0.023
250,voter,PFE_ESN,78,0.078
250,voter,SD,98,0.098
251,abstention,ABSTENTION,506,0.506
251,voter,ECR,53,0.053
251,voter,EPP,122,0.122
251,voter,GREENS_EFA_RENEW,88,0.088
251,voter,GUE_NGL,32,0.032
251,voter,NI,23,0.023
251,voter,PFE_ESN,78,0.078
251,voter,SD,98,0.098
252,abstention,ABSTENTION,506,0.506
252,voter,ECR,53,0.053
252,voter,EPP,122,0.122
252,voter,GREENS_EFA_RENEW,88,0.088
252,voter,GUE_NGL,32,0.032
252,voter,NI,23,0.023
252,voter,PFE_ESN,78,0.078
252,voter,SD,98,0.098
253,abstention,ABSTENTION,506,0.506
253,voter,ECR,53,0.053
253,voter,EPP,122,0.122
253,voter,GREENS_EFA_RENEW,88,0.088
253,voter,GUE_NGL,32,0.032
253,voter,NI,23,0.023
253,voter,PFE_ESN,78,0.078
253,voter,SD,98,0.098
254,abstention,ABSTENTION,506,0.506
254,voter,ECR,53,0.053
254,voter,EPP,122,0.122
254,voter,GREENS_EFA_RENEW,88,0.088
254,voter,GUE_NGL,32,0.032
254,voter,NI,23,0.023
254,voter,PFE_ESN,78,0.078
254,voter,SD,98,0.098
255,abstention,ABSTENTION,506,0.506
255,voter,ECR,53,0.053
255,voter,EPP,122,0.122
255,voter,GREENS_EFA_RENEW,88,0.088
255,voter,GUE_NGL,32,0.032
255,voter,NI,23,0.023
255,voter,PFE_ESN,78,0.078
255,voter,SD,98,0.098
256,abstention,ABSTENTION,506,0.506
256,voter,ECR,53,0.053
256,voter,EPP,122,0.122
256,voter,GREENS_EFA_RENEW,88,0.088
256,voter,GUE_NGL,32,0.032
256,voter,NI,23,0.023
256,voter,PFE_ESN,78,0.078
256,voter,SD,98,0.098
257,abstention,ABSTENTION,506,0.506
257,voter,ECR,53,0.053
257,voter,EPP,122,0.122
257,voter,GREENS_EFA_RENEW,88,0.088
257,voter,GUE_NGL,32,0.032
257,voter,NI,23,0.023
257,voter,PFE_ESN,78,0.078
257,voter,SD,98,0.098
258,abstention,ABSTENTION,506,0.506
258,voter,ECR,53,0.053
258,voter,EPP,122,0.122
258,voter,GREENS_EFA_RENEW,88,0.088
258,voter,GUE_NGL,32,0.032
258,voter,NI,23,0.023
258,voter,PFE_ESN,78,0.078
258,voter,SD,98,0.098
259,abstention,ABSTENTION,506,0.506
259,voter,ECR,53,0.053
259,voter,EPP,122,0.122
259,voter,GREENS_EFA_RENEW,88,0.088
259,voter,GUE_NGL,32,0.032
259,voter,NI,23,0.023
259,voter,PFE_ESN,78,0.078
259,voter,SD,98,0.098
260,abstention,ABSTENTION,506,0.506
260,voter,ECR,53,0.053
260,voter,EPP,122,0.122
260,voter,GREENS_EFA_RENEW,88,0.088
260,voter,GUE_NGL,32,0.032
260,voter,NI,23,0.023
260,voter,PFE_ESN,78,0.078
260,voter,SD,98,0.098
261,abstention,ABSTENTION,506,0.506
261,voter,ECR,53,0.053
261,voter,EPP,122,0.122
261,voter,GREENS_EFA_RENEW,88,0.088
261,voter,GUE_NGL,32,0.032
261,voter,NI,23,0.023
261,voter,PFE_ESN,78,0.078
261,voter,SD,98,0.098
262,abstention,ABSTENTION,506,0.506
262,voter,ECR,53,0.053
262,voter,EPP,122,0.122
262,voter,GREENS_EFA_RENEW,88,0.088
262,voter,GUE_NGL,32,0.032
262,voter,NI,23,0.023
262,voter,PFE_ESN,78,0.078
262,voter,SD,98,0.098
263,abstention,ABSTENTION,506,0.506
263,voter,ECR,53,0.053
263,voter,EPP,122,0.122
263,voter,GREENS_EFA_RENEW,88,0.088
263,voter,GUE_NGL,32,0.032
263,voter,NI,23,0.023
263,voter,PFE_ESN,78,0.078
263,voter,SD,98,0.098
264,abstention,ABSTENTION,506,0.506
264,voter,ECR,53,0.053
264,voter,EPP,122,0.122
264,voter,GREENS_EFA_RENEW,88,0.088
264,voter,GUE_NGL,32,0.032
264,voter,NI,23,0.023
264,voter,PFE_ESN,78,0.078
264,voter,SD,98,0.098
265,abstention,ABSTENTION,506,0.506
265,voter,ECR,53,0.053
265,voter,EPP,122,0.122
265,voter,GREENS_EFA_RENEW,88,0.088
265,voter,GUE_NGL,32,0.032
265,voter,NI,23,0.023
265,voter,PFE_ESN,78,0.078
265,voter,SD,98,0.098
266,abstention,ABSTENTION,506,0.506
266,voter,ECR,53,0.053
266,voter,EPP,122,0.122
266,voter,GREENS_EFA_RENEW,88,0.088
266,voter,GUE_NGL,32,0.032
266,voter,NI,23,0.023
266,voter,PFE_ESN,78,0.078
266,voter,SD,98,0.098
267,abstention,ABSTENTION,506,0.506
267,voter,ECR,53,0.053
267,voter,EPP,122,0.122
267,voter,GREENS_EFA_RENEW,88,0.088
267,voter,GUE_NGL,32,0.032
267,voter,NI,23,0.023
267,voter,PFE_ESN,78,0.078
267,voter,SD,98,0.098
268,abstention,ABSTENTION,506,0.506
268,voter,ECR,53,0.053
268,voter,EPP,122,0.122
268,voter,GREENS_EFA_RENEW,88,0.088
268,voter,GUE_NGL,32,0.032
268,voter,NI,23,0.023
268,voter,PFE_ESN,78,0.078
268,voter,SD,98,0.098
269,abstention,ABSTENTION,506,0.506
269,voter,ECR,53,0.053
269,voter,EPP,122,0.122
269,voter,GREENS_EFA_RENEW,88,0.088
269,voter,GUE_NGL,32,0.032
269,voter,NI,23,0.023
269,voter,PFE_ESN,78,0.078
269,voter,SD,98,0.098
270,abstention,ABSTENTION,506,0.506
270,voter,ECR,53,0.053
270,voter,EPP,122,0.122
270,voter,GREENS_EFA_RENEW,88,0.088
270,voter,GUE_NGL,32,0.032
270,voter,NI,23,0.023
270,voter,PFE_ESN,78,0.078
270,voter,SD,98,0.098
271,abstention,ABSTENTION,506,0.506
271,voter,ECR,53,0.053
271,voter,EPP,122,0.122
271,voter,GREENS_EFA_RENEW,88,0.088
271,voter,GUE_NGL,32,0.032
271,voter,NI,23,0.023
271,voter,PFE_ESN,78,0.078
271,voter,SD,98,0.098
272,abstention,ABSTENTION,506,0.506
272,voter,ECR,53,0.053
272,voter,EPP,122,0.122
272,voter,GREENS_EFA_RENEW,88,0.088
272,voter,GUE_NGL,32,0.032
272,voter,NI,23,0.023
272,voter,PFE_ESN,78,0.078
272,voter,SD,98,0.098
273,abstention,ABSTENTION,506,0.506
273,voter,ECR,53,0.053
273,voter,EPP,122,0.122
273,voter,GREENS_EFA_RENEW,88,0.088
273,voter,GUE_NGL,32,0.032
273,voter,NI,23,0.023
273,voter,PFE_ESN,78,0.078
273,voter,SD,98,0.098
274,abstention,ABSTENTION,506,0.506
274,voter,ECR,53,0.053
274,voter,EPP,122,0.122
274,voter,GREENS_EFA_RENEW,88,0.088
274,voter,GUE_NGL,32,0.032
274,voter,NI,23,0.023
274,voter,PFE_ESN,78,0.078
274,voter,SD,98,0.098
275,abstention,ABSTENTION,506,0.506
275,voter,ECR,53,0.053
275,voter,EPP,122,0.122
275,voter,GREENS_EFA_RENEW,88,0.088
275,voter,GUE_NGL,32,0.032
275,voter,NI,23,0.023
275,voter,PFE_ESN,78,0.078
275,voter,SD,98,0.098
276,abstention,ABSTENTION,506,0.506
276,voter,ECR,53,0.053
276,voter,EPP,122,0.122
276,voter,GREENS_EFA_RENEW,88,0.088
276,voter,GUE_NGL,32,0.032
276,voter,NI,23,0.023
276,voter,PFE_ESN,78,0.078
276,voter,SD,98,0.098
277,abstention,ABSTENTION,506,0.506
277,voter,ECR,53,0.053
277,voter,EPP,122,0.122
277,voter,GREENS_EFA_RENEW,88,0.088
277,voter,GUE_NGL,32,0.032
277,voter,NI,23,0.023
277,voter,PFE_ESN,78,0.078
277,voter,SD,98,0.098
278,abstention,ABSTENTION,506,0.506
278,voter,ECR,53,0.053
278,voter,EPP,122,0.122
278,voter,GREENS_EFA_RENEW,88,0.088
278,voter,GUE_NGL,32,0.032
278,voter,NI,23,0.023
278,voter,PFE_ESN,78,0.078
278,voter,SD,98,0.098
279,abstention,ABSTENTION,506,0.506
279,voter,ECR,53,0.053
279,voter,EPP,122,0.122
279,voter,GREENS_EFA_RENEW,88,0.088
279,voter,GUE_NGL,32,0.032
279,voter,NI,23,0.023
279,voter,PFE_ESN,78,0.078
279,voter,SD,98,0.098
280,abstention,ABSTENTION,506,0.506
280,voter,ECR,53,0.053
280,voter,EPP,122,0.122
280,voter,GREENS_EFA_RENEW,88,0.088
280,voter,GUE_NGL,32,0.032
280,voter,NI,23,0.023
280,voter,PFE_ESN,78,0.078
280,voter,SD,98,0.098
281,abstention,ABSTENTION,506,0.506
281,voter,ECR,53,0.053
281,voter,EPP,122,0.122
281,voter,GREENS_EFA_RENEW,88,0.088
281,voter,GUE_NGL,32,0.032
281,voter,NI,23,0.023
281,voter,PFE_ESN,78,0.078
281,voter,SD,98,0.098
282,abstention,ABSTENTION,506,0.506
282,voter,ECR,53,0.053
282,voter,EPP,122,0.122
282,voter,GREENS_EFA_RENEW,88,0.088
282,voter,GUE_NGL,32,0.032
282,voter,NI,23,0.023
282,voter,PFE_ESN,78,0.078
282,voter,SD,98,0.098
283,abstention,ABSTENTION,506,0.506
283,voter,ECR,53,0.053
283,voter,EPP,122,0.122
283,voter,GREENS_EFA_RENEW,88,0.088
283,voter,GUE_NGL,32,0.032
283,voter,NI,23,0.023
283,voter,PFE_ESN,78,0.078
283,voter,SD,98,0.098
284,abstention,ABSTENTION,506,0.506
284,voter,ECR,53,0.053
284,voter,EPP,122,0.122
284,voter,GREENS_EFA_RENEW,88,0.088
284,voter,GUE_NGL,32,0.032
284,voter,NI,23,0.023
284,voter,PFE_ESN,78,0.078
284,voter,SD,98,0.098
285,abstention,ABSTENTION,506,0.506
285,voter,ECR,53,0.053
285,voter,EPP,122,0.122
285,voter,GREENS_EFA_RENEW,88,0.088
285,voter,GUE_NGL,32,0.032
285,voter,NI,23,0.023
285,voter,PFE_ESN,78,0.078
285,voter,SD,98,0.098
286,abstention,ABSTENTION,506,0.506
286,voter,ECR,53,0.053
286,voter,EPP,122,0.122
286,voter,GREENS_EFA_RENEW,88,0.088
286,voter,GUE_NGL,32,0.032
286,voter,NI,23,0.023
286,voter,PFE_ESN,78,0.078
286,voter,SD,98,0.098
287,abstention,ABSTENTION,506,0.506
287,voter,ECR,53,0.053
287,voter,EPP,122,0.122
287,voter,GREENS_EFA_RENEW,88,0.088
287,voter,GUE_NGL,32,0.032
287,voter,NI,23,0.023
287,voter,PFE_ESN,78,0.078
287,voter,SD,98,0.098
288,abstention,ABSTENTION,506,0.506
288,voter,ECR,53,0.053
288,voter,EPP,122,0.122
288,voter,GREENS_EFA_RENEW,88,0.088
288,voter,GUE_NGL,32,0.032
288,voter,NI,23,0.023
288,voter,PFE_ESN,78,0.078
288,voter,SD,98,0.098
289,abstention,ABSTENTION,506,0.506
289,voter,ECR,53,0.053
289,voter,EPP,122,0.122
289,voter,GREENS_EFA_RENEW,88,0.088
289,voter,GUE_NGL,32,0.032
289,voter,NI,23,0.023
289,voter,PFE_ESN,78,0.078
289,voter,SD,98,0.098
290,abstention,ABSTENTION,506,0.506
290,voter,ECR,53,0.053
290,voter,EPP,122,0.122
290,voter,GREENS_EFA_RENEW,88,0.088
290,voter,GUE_NGL,32,0.032
290,voter,NI,23,0.023
290,voter,PFE_ESN,78,0.078
290,voter,SD,98,0.098
291,abstention,ABSTENTION,506,0.506
291,voter,ECR,53,0.053
291,voter,EPP,122,0.122
291,voter,GREENS_EFA_RENEW,88,0.088
291,voter,GUE_NGL,32,0.032
291,voter,NI,23,0.023
291,voter,PFE_ESN,78,0.078
291,voter,SD,98,0.098
292,abstention,ABSTENTION,506,0.506
292,voter,ECR,53,0.053
292,voter,EPP,122,0.122
292,voter,GREENS_EFA_RENEW,88,0.088
292,voter,GUE_NGL,32,0.032
292,voter,NI,23,0.023
292,voter,PFE_ESN,78,0.078
292,voter,SD,98,0.098
293,abstention,ABSTENTION,506,0.506
293,voter,ECR,53,0.053
293,voter,EPP,122,0.122
293,voter,GREENS_EFA_RENEW,88,0.088
293,voter,GUE_NGL,32,0.032
293,voter,NI,23,0.023
293,voter,PFE_ESN,78,0.078
293,voter,SD,98,0.098
294,abstention,ABSTENTION,506,0.506
294,voter,ECR,53,0.053
294,voter,EPP,122,0.122
294,voter,GREENS_EFA_RENEW,88,0.088
294,voter,GUE_NGL,32,0.032
294,voter,NI,23,0.023
294,voter,PFE_ESN,78,0.078
294,voter,SD,98,0.098
295,abstention,ABSTENTION,506,0.506
295,voter,ECR,53,0.053
295,voter,EPP,122,0.122
295,voter,GREENS_EFA_RENEW,88,0.088
295,voter,GUE_NGL,32,0.032
295,voter,NI,23,0.023
295,voter,PFE_ESN,78,0.078
295,voter,SD,98,0.098
296,abstention,ABSTENTION,506,0.506
296,voter,ECR,53,0.053
296,voter,EPP,122,0.122
296,voter,GREENS_EFA_RENEW,88,0.088
296,voter,GUE_NGL,32,0.032
296,voter,NI,23,0.023
296,voter,PFE_ESN,78,0.078
296,voter,SD,98,0.098
297,abstention,ABSTENTION,506,0.506
297,voter,ECR,53,0.053
297,voter,EPP,122,0.122
297,voter,GREENS_EFA_RENEW,88,0.088
297,voter,GUE_NGL,32,0.032
297,voter,NI,23,0.023
297,voter,PFE_ESN,78,0.078
297,voter,SD,98,0.098
298,abstention,ABSTENTION,506,0.506
298,voter,ECR,53,0.053
298,voter,EPP,122,0.122
298,voter,GREENS_EFA_RENEW,88,0.088
298,voter,GUE_NGL,32,0.032
298,voter,NI,23,0.023
298,voter,PFE_ESN,78,0.078
298,voter,SD,98,0.098
299,abstention,ABSTENTION,506,0.506
299,voter,ECR,53,0.053
299,voter,EPP,122,0.122
299,voter,GREENS_EFA_RENEW,88,0.088
299,voter,GUE_NGL,32,0.032
299,voter,NI,23,0.023
299,voter,PFE_ESN,78,0.078
299,voter,SD,98,0.098
300,abstention,ABSTENTION,506,0.506
300,voter,ECR,53,0.053
300,voter,EPP,122,0.122
300,voter,GREENS_EFA_RENEW,88,0.088
300,voter,GUE_NGL,32,0.032
300,voter,NI,23,0.023
300,voter,PFE_ESN,78,0.078
300,voter,SD,98,0.098
301,abstention,ABSTENTION,506,0.506
301,voter,ECR,53,0.053
301,voter,EPP,122,0.122
301,voter,GREENS_EFA_RENEW,88,0.088
301,voter,GUE_NGL,32,0.032
301,voter,NI,23,0.023
301,voter,PFE_ESN,78,0.078
301,voter,SD,98,0.098
302,abstention,ABSTENTION,506,0.506
302,voter,ECR,53,0.053
302,voter,EPP,122,0.122
302,voter,GREENS_EFA_RENEW,88,0.088
302,voter,GUE_NGL,32,0.032
302,voter,NI,23,0.023
302,voter,PFE_ESN,78,0.078
302,voter,SD,98,0.098
303,abstention,ABSTENTION,506,0.506
303,voter,ECR,53,0.053
303,voter,EPP,122,0.122
303,voter,GREENS_EFA_RENEW,88,0.088
303,voter,GUE_NGL,32,0.032
303,voter,NI,23,0.023
303,voter,PFE_ESN,78,0.078
303,voter,SD,98,0.098
304,abstention,ABSTENTION,506,0.506
304,voter,ECR,53,0.053
304,voter,EPP,122,0.122
304,voter,GREENS_EFA_RENEW,88,0.088
304,voter,GUE_NGL,32,0.032
304,voter,NI,23,0.023
304,voter,PFE_ESN,78,0.078
304,voter,SD,98,0.098
305,abstention,ABSTENTION,506,0.506
305,voter,ECR,53,0.053
305,voter,EPP,122,0.122
305,voter,GREENS_EFA_RENEW,88,0.088
305,voter,GUE_NGL,32,0.032
305,voter,NI,23,0.023
305,voter,PFE_ESN,78,0.078
305,voter,SD,98,0.098
306,abstention,ABSTENTION,506,0.506
306,voter,ECR,53,0.053
306,voter,EPP,122,0.122
306,voter,GREENS_EFA_RENEW,88,0.088
306,voter,GUE_NGL,32,0.032
306,voter,NI,23,0.023
306,voter,PFE_ESN,78,0.078
306,voter,SD,98,0.098
307,abstention,ABSTENTION,506,0.506
307,voter,ECR,53,0.053
307,voter,EPP,122,0.122
307,voter,GREENS_EFA_RENEW,88,0.088
307,voter,GUE_NGL,32,0.032
307,voter,NI,23,0.023
307,voter,PFE_ESN,78,0.078
307,voter,SD,98,0.098
308,abstention,ABSTENTION,506,0.506
308,voter,ECR,53,0.053
308,voter,EPP,122,0.122
308,voter,GREENS_EFA_RENEW,88,0.088
308,voter,GUE_NGL,32,0.032
308,voter,NI,23,0.023
308,voter,PFE_ESN,78,0.078
308,voter,SD,98,0.098
309,abstention,ABSTENTION,506,0.506
309,voter,ECR,53,0.053
309,voter,EPP,122,0.122
309,voter,GREENS_EFA_RENEW,88,0.088
309,voter,GUE_NGL,32,0.032
309,voter,NI,23,0.023
309,voter,PFE_ESN,78,0.078
309,voter,SD,98,0.098
310,abstention,ABSTENTION,506,0.506
310,voter,ECR,53,0.053
310,voter,EPP,122,0.122
310,voter,GREENS_EFA_RENEW,88,0.088
310,voter,GUE_NGL,32,0.032
310,voter,NI,23,0.023
310,voter,PFE_ESN,78,0.078
310,voter,SD,98,0.098
311,abstention,ABSTENTION,506,0.506
311,voter,ECR,53,0.053
311,voter,EPP,122,0.122
311,voter,GREENS_EFA_RENEW,88,0.088
311,voter,GUE_NGL,32,0.032
311,voter,NI,23,0.023
311,voter,PFE_ESN,78,0.078
311,voter,SD,98,0.098
312,abstention,ABSTENTION,506,0.506
312,voter,ECR,53,0.053
312,voter,EPP,122,0.122
312,voter,GREENS_EFA_RENEW,88,0.088
312,voter,GUE_NGL,32,0.032
312,voter,NI,23,0.023
312,voter,PFE_ESN,78,0.078
312,voter,SD,98,0.098
313,abstention,ABSTENTION,506,0.506
313,voter,ECR,53,0.053
313,voter,EPP,122,0.122
313,voter,GREENS_EFA_RENEW,88,0.088
313,voter,GUE_NGL,32,0.032
313,voter,NI,23,0.023
313,voter,PFE_ESN,78,0.078
313,voter,SD,98,0.098
314,abstention,ABSTENTION,506,0.506
314,voter,ECR,53,0.053
314,voter,EPP,122,0.122
314,voter,GREENS_EFA_RENEW,88,0.088
314,voter,GUE_NGL,32,0.032
314,voter,NI,23,0.023
314,voter,PFE_ESN,78,0.078
314,voter,SD,98,0.098
315,abstention,ABSTENTION,506,0.506
315,voter,ECR,53,0.053
315,voter,EPP,122,0.122
315,voter,GREENS_EFA_RENEW,88,0.088
315,voter,GUE_NGL,32,0.032
315,voter,NI,23,0.023
315,voter,PFE_ESN,78,0.078
315,voter,SD,98,0.098
316,abstention,ABSTENTION,506,0.506
316,voter,ECR,53,0.053
316,voter,EPP,122,0.122
316,voter,GREENS_EFA_RENEW,88,0.088
316,voter,GUE_NGL,32,0.032
316,voter,NI,23,0.023
316,voter,PFE_ESN,78,0.078
316,voter,SD,98,0.098
317,abstention,ABSTENTION,506,0.506
317,voter,ECR,53,0.053
317,voter,EPP,122,0.122
317,voter,GREENS_EFA_RENEW,88,0.088
317,voter,GUE_NGL,32,0.032
317,voter,NI,23,0.023
317,voter,PFE_ESN,78,0.078
317,voter,SD,98,0.098
318,abstention,ABSTENTION,506,0.506
318,voter,ECR,53,0.053
318,voter,EPP,122,0.122
318,voter,GREENS_EFA_RENEW,88,0.088
318,voter,GUE_NGL,32,0.032
318,voter,NI,23,0.023
318,voter,PFE_ESN,78,0.078
318,voter,SD,98,0.098
319,abstention,ABSTENTION,506,0.506
319,voter,ECR,53,0.053
319,voter,EPP,122,0.122
319,voter,GREENS_EFA_RENEW,88,0.088
319,voter,GUE_NGL,32,0.032
319,voter,NI,23,0.023
319,voter,PFE_ESN,78,0.078
319,voter,SD,98,0.098
320,abstention,ABSTENTION,506,0.506
320,voter,ECR,53,0.053
320,voter,EPP,122,0.122
320,voter,GREENS_EFA_RENEW,88,0.088
320,voter,GUE_NGL,32,0.032
320,voter,NI,23,0.023
320,voter,PFE_ESN,78,0.078
320,voter,SD,98,0.098
321,abstention,ABSTENTION,506,0.506
321,voter,ECR,53,0.053
321,voter,EPP,122,0.122
321,voter,GREENS_EFA_RENEW,88,0.088
321,voter,GUE_NGL,32,0.032
321,voter,NI,23,0.023
321,voter,PFE_ESN,78,0.078
321,voter,SD,98,0.098
322,abstention,ABSTENTION,506,0.506
322,voter,ECR,53,0.053
322,voter,EPP,122,0.122
322,voter,GREENS_EFA_RENEW,88,0.088
322,voter,GUE_NGL,32,0.032
322,voter,NI,23,0.023
322,voter,PFE_ESN,78,0.078
322,voter,SD,98,0.098
323,abstention,ABSTENTION,506,0.506
323,voter,ECR,53,0.053
323,voter,EPP,122,0.122
323,voter,GREENS_EFA_RENEW,88,0.088
323,voter,GUE_NGL,32,0.032
323,voter,NI,23,0.023
323,voter,PFE_ESN,78,0.078
323,voter,SD,98,0.098
324,abstention,ABSTENTION,506,0.506
324,voter,ECR,53,0.053
324,voter,EPP,122,0.122
324,voter,GREENS_EFA_RENEW,88,0.088
324,voter,GUE_NGL,32,0.032
324,voter,NI,23,0.023
324,voter,PFE_ESN,78,0.078
324,voter,SD,98,0.098
325,abstention,ABSTENTION,506,0.506
325,voter,ECR,53,0.053
325,voter,EPP,122,0.122
325,voter,GREENS_EFA_RENEW,88,0.088
325,voter,GUE_NGL,32,0.032
325,voter,NI,23,0.023
325,voter,PFE_ESN,78,0.078
325,voter,SD,98,0.098
326,abstention,ABSTENTION,506,0.506
326,voter,ECR,53,0.053
326,voter,EPP,122,0.122
326,voter,GREENS_EFA_RENEW,88,0.088
326,voter,GUE_NGL,32,0.032
326,voter,NI,23,0.023
326,voter,PFE_ESN,78,0.078
326,voter,SD,98,0.098
327,abstention,ABSTENTION,506,0.506
327,voter,ECR,53,0.053
327,voter,EPP,122,0.122
327,voter,GREENS_EFA_RENEW,88,0.088
327,voter,GUE_NGL,32,0.032
327,voter,NI,23,0.023
327,voter,PFE_ESN,78,0.078
327,voter,SD,98,0.098
328,abstention,ABSTENTION,506,0.506
328,voter,ECR,53,0.053
328,voter,EPP,122,0.122
328,voter,GREENS_EFA_RENEW,88,0.088
328,voter,GUE_NGL,32,0.032
328,voter,NI,23,0.023
328,voter,PFE_ESN,78,0.078
328,voter,SD,98,0.098
329,abstention,ABSTENTION,506,0.506
329,voter,ECR,53,0.053
329,voter,EPP,122,0.122
329,voter,GREENS_EFA_RENEW,88,0.088
329,voter,GUE_NGL,32,0.032
329,voter,NI,23,0.023
329,voter,PFE_ESN,78,0.078
329,voter,SD,98,0.098
330,abstention,ABSTENTION,506,0.506
330,voter,ECR,53,0.053
330,voter,EPP,122,0.122
330,voter,GREENS_EFA_RENEW,88,0.088
330,voter,GUE_NGL,32,0.032
330,voter,NI,23,0.023
330,voter,PFE_ESN,78,0.078
330,voter,SD,98,0.098
331,abstention,ABSTENTION,506,0.506
331,voter,ECR,53,0.053
331,voter,EPP,122,0.122
331,voter,GREENS_EFA_RENEW,88,0.088
331,voter,GUE_NGL,32,0.032
331,voter,NI,23,0.023
331,voter,PFE_ESN,78,0.078
331,voter,SD,98,0.098
332,abstention,ABSTENTION,506,0.506
332,voter,ECR,53,0.053
332,voter,EPP,122,0.122
332,voter,GREENS_EFA_RENEW,88,0.088
332,voter,GUE_NGL,32,0.032
332,voter,NI,23,0.023
332,voter,PFE_ESN,78,0.078
332,voter,SD,98,0.098
333,abstention,ABSTENTION,506,0.506
333,voter,ECR,53,0.053
333,voter,EPP,122,0.122
333,voter,GREENS_EFA_RENEW,88,0.088
333,voter,GUE_NGL,32,0.032
333,voter,NI,23,0.023
333,voter,PFE_ESN,78,0.078
333,voter,SD,98,0.098
334,abstention,ABSTENTION,506,0.506
334,voter,ECR,53,0.053
334,voter,EPP,122,0.122
334,voter,GREENS_EFA_RENEW,88,0.088
334,voter,GUE_NGL,32,0.032
334,voter,NI,23,0.023
334,voter,PFE_ESN,78,0.078
334,voter,SD,98,0.098
335,abstention,ABSTENTION,506,0.506
335,voter,ECR,53,0.053
335,voter,EPP,122,0.122
335,voter,GREENS_EFA_RENEW,88,0.088
335,voter,GUE_NGL,32,0.032
335,voter,NI,23,0.023
335,voter,PFE_ESN,78,0.078
335,voter,SD,98,0.098
336,abstention,ABSTENTION,506,0.506
336,voter,ECR,53,0.053
336,voter,EPP,122,0.122
336,voter,GREENS_EFA_RENEW,88,0.088
336,voter,GUE_NGL,32,0.032
336,voter,NI,23,0.023
336,voter,PFE_ESN,78,0.078
336,voter,SD,98,0.098
337,abstention,ABSTENTION,506,0.506
337,voter,ECR,53,0.053
337,voter,EPP,122,0.122
337,voter,GREENS_EFA_RENEW,88,0.088
337,voter,GUE_NGL,32,0.032
337,voter,NI,23,0.023
337,voter,PFE_ESN,78,0.078
337,voter,SD,98,0.098
338,abstention,ABSTENTION,506,0.506
338,voter,ECR,53,0.053
338,voter,EPP,122,0.122
338,voter,GREENS_EFA_RENEW,88,0.088
338,voter,GUE_NGL,32,0.032
338,voter,NI,23,0.023
338,voter,PFE_ESN,78,0.078
338,voter,SD,98,0.098
339,abstention,ABSTENTION,506,0.506
339,voter,ECR,53,0.053
339,voter,EPP,122,0.122
339,voter,GREENS_EFA_RENEW,88,0.088
339,voter,GUE_NGL,32,0.032
339,voter,NI,23,0.023
339,voter,PFE_ESN,78,0.078
339,voter,SD,98,0.098
340,abstention,ABSTENTION,506,0.506
340,voter,ECR,53,0.053
340,voter,EPP,122,0.122
340,voter,GREENS_EFA_RENEW,88,0.088
340,voter,GUE_NGL,32,0.032
340,voter,NI,23,0.023
340,voter,PFE_ESN,78,0.078
340,voter,SD,98,0.098
341,abstention,ABSTENTION,506,0.506
341,voter,ECR,53,0.053
341,voter,EPP,122,0.122
341,voter,GREENS_EFA_RENEW,88,0.088
341,voter,GUE_NGL,32,0.032
341,voter,NI,23,0.023
341,voter,PFE_ESN,78,0.078
341,voter,SD,98,0.098
342,abstention,ABSTENTION,506,0.506
342,voter,ECR,53,0.053
342,voter,EPP,122,0.122
342,voter,GREENS_EFA_RENEW,88,0.088
342,voter,GUE_NGL,32,0.032
342,voter,NI,23,0.023
342,voter,PFE_ESN,78,0.078
342,voter,SD,98,0.098
343,abstention,ABSTENTION,506,0.506
343,voter,ECR,53,0.053
343,voter,EPP,122,0.122
343,voter,GREENS_EFA_RENEW,88,0.088
343,voter,GUE_NGL,32,0.032
343,voter,NI,23,0.023
343,voter,PFE_ESN,78,0.078
343,voter,SD,98,0.098
344,abstention,ABSTENTION,506,0.506
344,voter,ECR,53,0.053
344,voter,EPP,122,0.122
344,voter,GREENS_EFA_RENEW,88,0.088
344,voter,GUE_NGL,32,0.032
344,voter,NI,23,0.023
344,voter,PFE_ESN,78,0.078
344,voter,SD,98,0.098
345,abstention,ABSTENTION,506,0.506
345,voter,ECR,53,0.053
345,voter,EPP,122,0.122
345,voter,GREENS_EFA_RENEW,88,0.088
345,voter,GUE_NGL,32,0.032
345,voter,NI,23,0.023
